,Price,Age,KM,HP,Doors,Gears,Weight
734,9250,68,84482,110,5,5,1075
735,8750,62,83908,110,5,5,1070
736,8750,67,83560,86,3,5,1015
737,9800,68,83000,107,5,5,1100
738,8250,64,82723,86,3,5,1015
739,10450,62,82421,110,3,6,1065
740,9750,58,82254,110,5,5,1050
741,8950,61,82115,110,3,5,1055
742,7450,65,82000,86,3,5,1015
743,8450,68,81965,86,5,5,1035
744,8250,66,81250,110,3,5,1050
745,10950,65,81192,110,3,6,1065
746,8950,61,81170,110,4,5,1040
747,8750,66,81083,86,3,5,1015
748,10450,61,80714,110,5,5,1075
749,10950,57,80470,110,5,5,1085
750,8450,65,80439,110,4,5,1035
751,9950,59,80430,110,3,6,1065
752,9950,68,80426,110,3,5,1055
753,8750,62,80265,86,3,5,1015
754,9950,65,80153,110,5,5,1070
755,9500,68,80121,110,5,5,1070
756,8250,65,80086,110,4,5,1035
757,10950,62,80000,110,5,5,1075
758,7950,60,80000,86,5,5,1015
759,8250,65,80000,86,2,5,1015
760,9895,67,79858,110,4,5,1040
761,9130,67,79762,86,3,5,1015
762,10950,59,79660,86,5,5,1065
763,10500,60,79150,110,5,5,1075
764,8900,61,79000,110,3,5,1050
765,9500,57,78955,86,5,5,1045
766,10950,59,78750,90,5,5,1155
767,7950,68,78521,86,3,5,1015
768,7950,64,78356,86,3,5,1015
769,7950,65,78076,86,3,5,1015
770,9500,61,78063,107,5,5,1100
771,10950,67,77821,110,5,5,1075
772,9750,68,77695,110,4,5,1035
773,9750,65,77500,110,3,5,1050
774,9450,63,77457,110,3,5,1055
775,8950,68,77029,86,3,5,1015
776,8950,68,77008,86,3,5,1015
777,8900,66,76791,110,5,5,1070
778,9950,61,76700,86,5,5,1035
779,8750,67,76569,86,3,5,1020
780,8950,59,76162,110,5,5,1075
781,8990,65,76155,110,4,5,1035
782,8950,61,75609,86,3,5,1015
783,8950,62,75569,72,3,5,1120
784,9950,67,75429,110,3,6,1065
785,9900,68,75000,110,5,5,1075
786,8950,65,75000,86,3,5,1015
787,8950,62,75000,110,5,5,1070
788,9500,66,74963,107,3,5,1085
789,7950,68,74889,86,3,5,1015
790,7750,68,74875,110,5,5,1070
791,8950,63,74747,110,5,5,1075
792,11950,60,74720,110,5,5,1085
793,8950,62,74457,110,5,5,1075
794,11950,60,74337,86,5,5,1035
795,8950,68,74308,110,3,5,1050
796,9950,64,74193,110,3,5,1050
797,8250,65,74179,110,3,5,1050
798,8995,67,73936,86,5,5,1050
799,9995,61,73894,110,3,6,1065
800,9250,64,73500,110,3,5,1050
801,10950,64,73376,110,5,5,1070
802,8900,64,73300,86,3,5,1015
803,9500,58,73172,110,5,5,1075
804,9950,58,72928,110,5,5,1075
805,7950,67,72880,86,3,5,1015
806,8250,63,72522,110,3,5,1050
807,9450,64,72000,86,3,5,1015
808,7950,57,72000,86,3,5,1015
809,9500,59,71366,110,3,6,1065
810,8950,65,71317,110,3,5,1050
811,10950,62,71000,110,5,5,1070
812,8950,60,70954,110,3,5,1050
813,9450,63,70908,86,5,5,1035
814,8000,58,70560,110,3,5,1050
815,9900,67,70552,110,5,5,1075
816,8950,62,70500,110,5,5,1035
817,10900,60,70453,72,5,5,1135
818,9450,59,70218,110,3,5,1050
819,8450,64,70116,110,4,5,1035
820,9500,65,70068,110,5,5,1075
821,10500,67,70000,107,3,5,1065
822,6950,68,70000,86,3,5,1015
823,9750,68,69103,110,4,5,1035
824,6950,58,69022,86,5,5,1035
825,9650,67,69000,110,3,6,1065
826,9950,68,68865,110,3,6,1065
827,9250,58,68723,86,3,5,1025
828,8950,63,68453,110,5,5,1070
829,9900,63,68238,86,5,5,1050
830,10995,63,68153,110,5,5,1085
831,10500,65,68000,110,5,5,1075
832,8950,65,68000,86,3,5,1015
833,9750,67,67762,110,3,6,1065
834,10950,68,67146,110,5,5,1075
835,9750,67,67110,86,5,5,1035
836,9950,59,67010,110,3,6,1065
837,10500,65,67003,110,4,5,1035
838,10400,68,66785,86,3,5,1045
839,8800,68,66550,86,3,5,1010
840,10500,61,66259,110,3,6,1065
841,9250,62,66082,110,5,5,1070
842,7800,65,66000,86,3,5,1015
843,9950,61,66000,110,3,5,1050
844,10750,63,65896,110,3,6,1065
845,10950,67,65785,110,5,5,1075
846,9950,65,65513,110,4,5,1070
847,9950,59,65463,110,5,5,1070
848,8100,68,65400,86,4,5,1000
849,9250,60,65259,110,3,5,1050
850,7800,64,65000,110,3,5,1050
851,9000,68,65000,110,5,5,1070
852,8950,57,65000,110,4,5,1035
853,8950,62,64966,86,3,5,1020
854,9950,68,64950,110,5,5,1075
855,8500,60,64914,110,5,5,1070
856,7995,62,64797,110,5,5,1075
857,8750,65,64772,110,3,5,1050
858,9750,63,64690,86,3,5,1020
859,10950,65,64630,110,5,5,1070
860,9750,67,64613,110,5,5,1085
861,8200,60,64383,86,3,5,1015
862,8950,68,64000,110,5,5,1075
863,9500,66,63881,86,3,5,1015
864,10950,58,63870,72,5,5,1135
865,9750,66,63328,86,5,5,1065
866,9950,65,63000,86,5,5,1065
867,10450,61,63000,86,3,5,1050
868,9850,65,62396,110,3,5,1050
869,9450,62,62377,110,5,5,1075
870,10295,67,62316,110,3,5,1050
871,9750,68,62292,110,3,6,1065
872,8950,65,62225,110,3,5,1050
873,9900,68,62222,110,5,5,1075
874,8750,66,62135,86,5,5,1035
875,9950,58,62024,110,5,5,1075
876,8500,60,61977,86,3,5,1015
877,9950,62,61930,110,4,5,1035
878,10950,57,61682,110,3,5,1050
879,9795,68,61568,110,4,5,1035
880,8750,68,61504,110,4,5,1035
881,8250,65,61384,110,3,5,1050
882,9950,58,61343,110,5,5,1075
883,9950,62,61254,110,5,5,1075
884,10500,59,61166,110,3,5,1050
885,9750,62,61149,86,5,5,1040
886,11250,61,61144,110,5,5,1090
887,8900,59,61127,110,3,5,1050
888,7950,60,61100,86,3,5,1015
889,11500,68,61100,110,5,5,1075
890,9450,57,61000,110,3,5,1050
891,7995,65,60724,86,3,5,1015
892,10995,59,60708,86,5,5,1045
893,8950,61,60532,110,3,5,1050
894,8250,67,60000,86,4,5,1030
895,8950,66,60000,86,3,5,1015
896,8950,65,60000,86,3,5,1015
897,9500,62,59295,86,5,5,1035
898,7500,65,59264,86,3,5,1015
899,8950,63,59000,110,3,5,1050
900,9950,63,59000,86,5,5,1035
901,9750,65,59000,110,5,5,1075
902,9450,61,59000,110,5,5,1070
903,9950,65,59000,110,3,5,1050
904,9750,68,58860,110,3,5,1055
905,8950,65,58829,110,3,5,1050
906,8250,66,58654,110,5,5,1070
907,7750,65,58300,86,3,5,1015
908,8950,60,58269,110,3,5,1050
909,9950,64,58136,110,5,5,1075
910,9450,66,58113,107,3,5,1085
911,12950,67,58058,110,3,6,1065
912,9950,58,58000,110,3,5,1050
913,10495,62,58000,110,3,6,1065
914,7950,68,57565,86,5,5,1035
915,10500,63,57413,107,5,5,1115
916,8950,65,57374,110,5,5,1075
917,9900,62,57179,110,5,5,1075
918,9995,61,57169,110,3,6,1065
919,9950,63,57124,110,3,6,1065
920,9950,63,57000,110,3,5,1050
921,8250,67,57000,110,3,5,1050
922,9950,63,57000,86,5,5,1035
923,8950,59,56259,86,3,5,1015
924,10950,62,56209,107,3,5,1080
925,9250,67,56074,86,4,5,1000
926,9950,63,55942,110,5,5,1070
927,9995,57,55844,86,5,5,1045
928,8750,61,55747,86,3,5,1020
929,10950,58,55478,86,5,5,1045
930,10350,60,55085,107,5,5,1105
931,9950,65,55061,110,5,5,1070
932,8950,65,55000,86,3,5,1015
933,10950,57,55000,110,5,5,1075
934,10950,63,54936,110,5,5,1075
935,8950,68,54875,110,5,5,1070
936,8900,67,54847,110,3,5,1050
937,10250,60,54554,110,3,6,1065
938,9450,61,54125,110,5,5,1035
939,9250,61,54000,110,3,5,1055
940,10500,57,54000,110,5,5,1075
941,7350,58,54000,86,5,5,1035
942,10250,57,54000,110,3,5,1135
943,10250,62,53285,110,5,5,1075
944,11500,65,53053,110,5,5,1075
945,8950,68,53000,110,3,5,1075
946,7750,68,53000,86,3,5,1015
947,9500,64,52968,110,3,5,1050
948,8450,67,52800,86,3,5,1015
949,8950,57,52548,110,3,5,1050
950,8400,60,52487,110,4,5,1035
951,9250,66,52383,86,3,5,1015
952,8900,61,52112,110,4,5,1035
953,8750,58,51712,110,3,5,1050
954,10950,58,51421,110,5,3,1105
955,8950,61,51235,86,4,5,1000
956,8950,65,51000,86,3,5,1015
957,8895,61,50925,110,5,5,1070
958,9390,66,50806,86,3,5,1480
959,8750,59,50469,110,5,5,1070
960,9750,61,50173,110,5,5,1075
961,9950,62,50000,110,5,5,1075
962,10950,65,49942,110,3,6,1065
963,9900,67,49585,110,5,5,1085
964,9500,62,49258,110,4,5,1035
965,9950,61,49000,110,3,5,1050
966,9950,63,48738,110,5,5,1055
967,10500,62,47750,86,5,5,1040
968,9950,63,47612,86,3,5,1015
969,10495,68,47500,86,5,5,1035
970,9500,66,47237,110,3,5,1050
971,8500,58,47171,86,3,5,1015
972,10450,60,47060,110,4,5,1035
973,8950,65,47014,86,3,5,1015
974,9900,59,46929,86,3,5,1025
975,8900,63,46000,86,5,5,1035
976,8745,65,45681,110,3,5,1050
977,8750,65,45549,86,3,5,1015
978,10750,57,45000,110,5,5,1050
979,9750,57,45000,110,3,5,1050
980,8850,65,45000,110,5,5,1075
981,7950,66,45000,86,5,5,1035
982,9450,63,45000,110,4,5,1035
983,9950,61,45000,107,3,5,1085
984,8250,63,44944,110,4,5,1035
985,9950,61,44597,86,3,5,1015
986,9995,68,44458,86,3,5,1015
987,9950,59,43818,110,5,5,1070
988,10495,60,43426,110,5,5,1070
989,7950,58,43000,110,4,3,1114
990,8950,68,43000,110,5,5,1035
991,9695,57,43000,110,5,5,1075
992,7750,64,43000,86,3,5,1015
993,9950,68,42750,110,3,5,1050
994,9950,67,42102,110,5,5,1075
995,9950,63,41586,110,5,5,1114
996,9900,64,41200,110,5,5,1070
997,10950,57,40214,86,3,5,1025
998,8950,60,40000,86,4,5,1000
999,8950,66,39222,86,3,5,1045
1000,8250,66,39144,110,3,5,1050
1001,10250,62,39000,110,5,5,1075
1002,8750,61,38019,110,5,5,1070
1003,9750,68,37759,110,5,5,1070
1004,10950,61,37500,110,5,5,1085
1005,10950,60,37111,110,3,5,1050
1006,9750,62,37000,86,3,5,1015
1007,8900,59,36954,110,3,5,1050
1008,9500,60,36943,110,5,5,1070
1009,9950,63,36923,86,5,5,1050
1010,9950,66,36658,110,3,5,1050
1011,8250,65,36000,86,3,5,1015
1012,10450,65,36000,110,3,6,1065
1013,10950,62,35512,110,3,6,1065
1014,9250,65,35283,86,3,5,1015
1015,8900,68,35000,110,3,5,1050
1016,10900,57,35000,86,5,5,1045
1017,9750,64,34114,110,3,5,1050
1018,11950,58,34000,110,5,5,1075
1019,7900,68,33847,86,4,5,1000
1020,10900,57,33535,110,4,5,1035
1021,10450,65,33000,110,3,5,1050
1022,10950,59,32150,110,5,5,1085
1023,9950,65,31588,86,3,5,1015
1024,10750,60,31480,110,3,6,1065
1025,9900,57,31307,110,5,5,1070
1026,10750,68,31000,110,4,5,1035
1027,10450,58,30634,110,5,5,1075
1028,9450,68,30300,86,4,5,1000
1029,10750,60,28500,86,3,5,1045
1030,10950,60,28500,110,5,5,1075
1031,10000,57,28000,86,3,5,1015
1032,10500,68,26698,110,3,5,1055
1033,12500,62,26000,107,3,5,1085
1034,8950,62,25505,86,5,5,1035
1035,10500,58,25000,110,5,5,1075
1036,9245,66,22835,110,3,5,1050
1037,10950,59,22705,110,5,5,1075
1038,9500,63,22178,86,3,5,1015
1039,10900,62,17345,110,3,5,1050
1040,10950,67,15535,86,4,5,1030
1041,9450,66,15110,86,5,5,1035
1042,5900,73,232940,72,5,5,1172
1043,6950,79,218118,72,5,5,1150
1044,6000,78,217764,72,5,5,1135
1045,5250,79,207114,110,5,5,1114
1046,4400,74,203254,72,3,5,1135
1047,6750,77,200732,72,4,5,1100
1048,8500,69,197501,72,5,5,1135
1049,6150,80,194765,72,3,5,1120
1050,6950,76,191620,72,5,5,1150
1051,5750,76,183277,72,3,5,1115
1052,8750,78,180378,72,4,5,1100
1053,6500,70,178800,72,3,5,1115
1054,5950,73,176177,110,5,5,1075
1055,6500,78,176000,86,5,5,1035
1056,10500,77,172980,72,5,5,1135
1057,8500,77,170000,72,4,5,1100
1058,7950,71,164000,110,3,5,1050
1059,5800,78,161775,86,3,5,1015
1060,6750,80,160000,86,3,5,1015
1061,6950,78,159968,72,3,5,1115
1062,5740,74,159908,110,3,5,1050
1063,6550,73,158492,86,3,5,1015
1064,8950,69,156204,72,3,5,1115
1065,6750,73,156169,86,5,5,1035
1066,7950,78,155210,110,3,5,1050
1067,7950,69,155000,72,3,5,1115
1068,7450,76,154900,72,5,5,1140
1069,7750,70,151300,72,5,5,1150
1070,6450,71,151000,110,5,5,1094
1071,7900,75,150000,72,3,5,1135
1072,6900,69,146304,72,3,5,1115
1073,5600,75,146197,86,3,5,1015
1074,5950,77,145996,110,4,5,1035
1075,6950,80,143560,86,3,5,1045
1076,7950,71,139145,73,2,5,1115
1077,8950,79,138500,86,5,5,1050
1078,7950,74,137741,90,5,5,1135
1079,9500,80,137178,90,5,5,1135
1080,8600,76,134889,72,3,5,1115
1081,5950,71,134660,72,5,5,1135
1082,7750,73,134539,110,5,5,1070
1083,7950,79,131500,72,5,5,1140
1084,6950,77,131307,110,3,5,1050
1085,7250,74,130025,110,3,5,1050
1086,6500,78,130000,86,5,5,1015
1087,7250,77,128960,110,5,5,1070
1088,9250,80,128351,110,5,5,1070
1089,8250,73,128006,110,3,5,1050
1090,7250,71,127159,72,3,5,1115
1091,5250,72,126478,110,4,5,1035
1092,7900,77,126000,110,5,5,1050
1093,6900,76,125778,110,3,5,1050
1094,7900,75,125400,110,3,5,1050
1095,7250,74,124910,72,5,5,1135
1096,8450,70,124743,110,3,5,1050
1097,7950,76,124591,110,5,5,1075
1098,7950,74,124057,110,3,5,1050
1099,6450,72,123403,110,3,5,1050
1100,6650,75,123104,110,5,5,1070
1101,7950,74,123077,86,3,5,1015
1102,7250,80,122820,86,5,5,1040
1103,7450,77,122290,110,3,5,1050
1104,7950,74,121900,110,4,5,1035
1105,7250,77,121545,110,5,5,1070
1106,8250,71,120474,72,3,5,1115
1107,8950,76,120263,72,5,5,1135
1108,7750,74,120196,110,3,5,1050
1109,8500,71,120000,110,5,5,1085
1110,7750,78,120000,110,5,5,1075
1111,5750,73,115877,110,4,5,1035
1112,6900,76,115345,110,5,5,1070
1113,6500,71,115157,110,3,5,1050
1114,6500,78,115000,107,5,5,1100
1115,7600,77,114258,86,5,5,1050
1116,8950,73,112963,72,5,5,1135
1117,7450,74,112307,110,5,5,1070
1118,7350,72,112000,86,3,5,1015
1119,7750,73,111602,86,3,5,1015
1120,7460,80,111392,110,3,5,1083
1121,9250,76,110901,110,5,5,1085
1122,7250,80,110887,110,3,5,1055
1123,6500,72,110634,86,3,5,1015
1124,6800,80,110000,110,4,5,1035
1125,8700,75,109540,110,5,5,1085
1126,7500,78,109263,110,5,5,1070
1127,7750,71,107516,110,3,5,1050
1128,7950,73,107108,110,3,5,1050
1129,9950,75,107000,110,3,5,1050
1130,6640,74,106250,110,5,5,1070
1131,8750,71,106150,86,3,5,1015
1132,7750,72,106108,110,3,5,1050
1133,5950,72,105856,86,3,5,1015
1134,6750,77,105152,86,3,5,1015
1135,6500,80,105135,110,3,5,1050
1136,8750,76,104344,110,3,5,1050
1137,7950,74,104150,110,3,5,1050
1138,6750,74,104000,86,3,5,1010
1139,7950,73,103121,86,5,5,1035
1140,7950,80,102300,86,3,5,1015
1141,8950,75,102005,107,5,5,1105
1142,7750,77,102000,86,3,5,1015
1143,6450,75,101855,110,5,5,1070
1144,6900,74,101773,110,3,5,1050
1145,8450,75,101159,110,5,5,1085
1146,6750,74,101000,86,3,5,1015
1147,8050,74,100732,86,4,5,1030
1148,9500,79,100719,110,5,5,1070
1149,7750,78,100487,110,4,5,1035
1150,8500,80,100458,110,5,5,1085
1151,7795,75,100192,110,3,5,1050
1152,6490,80,100123,110,3,5,1050
1153,7950,73,99971,110,3,5,1050
1154,6425,79,99397,86,5,5,1035
1155,8950,69,99374,86,5,5,1035
1156,6950,72,99245,110,5,5,1114
1157,8750,79,98742,110,5,5,1085
1158,8450,71,98154,110,3,5,1050
1159,7950,77,98000,110,5,5,1065
1160,7950,80,97548,86,5,5,1035
1161,8900,78,97534,110,5,5,1070
1162,8950,73,97494,110,5,5,1085
1163,8900,73,97085,110,5,5,1085
1164,7950,69,97000,110,4,5,1035
1165,6495,74,96302,86,3,5,1015
1166,7250,78,96000,86,3,5,1015
1167,9250,74,96000,110,5,5,1085
1168,6650,78,95909,110,5,5,1070
1169,6990,79,95700,110,5,5,1085
1170,7750,78,95651,110,5,5,1070
1171,6950,79,95000,86,5,5,1035
1172,7250,80,94447,110,3,5,1050
1173,9950,80,94079,110,5,5,1085
1174,9250,80,93841,110,5,5,1070
1175,7200,79,93090,86,5,5,1035
1176,8250,72,93066,110,5,5,1075
1177,8950,79,93039,110,3,5,1050
1178,8250,77,93000,110,5,5,1075
1179,6250,80,92830,86,3,5,1015
1180,9900,80,92255,107,5,5,1105
1181,7300,80,92096,86,5,5,1035
1182,8950,72,91921,86,3,5,1020
1183,6500,70,91900,86,3,5,1015
1184,7950,78,91399,110,5,5,1070
1185,7450,75,91082,110,3,5,1050
1186,7950,71,90370,86,5,5,1035
1187,8500,78,90345,86,5,5,1035
1188,6950,77,90305,86,3,5,1015
1189,7950,78,90011,86,3,5,1045
1190,6750,77,90000,86,3,5,1015
1191,8450,70,89983,110,3,5,1055
1192,7500,78,89953,110,5,5,1114
1193,8750,74,89800,72,3,5,1115
1194,8750,79,89739,86,5,5,1035
1195,8950,76,89520,110,3,5,1050
1196,7450,75,89507,86,3,5,1015
1197,9200,69,89096,110,5,5,1085
1198,8950,74,88700,110,3,5,1050
1199,7850,72,88500,110,5,5,1075
1200,6950,73,88186,72,3,5,1115
1201,7200,75,88000,110,3,5,1050
1202,7450,78,87743,110,3,5,1055
1203,6750,75,87613,86,3,5,1015
1204,7500,73,87358,110,3,5,1050
1205,7450,72,87083,110,4,5,1035
1206,7950,70,87000,110,4,5,1035
1207,7250,78,87000,110,4,5,1035
1208,7950,73,87000,86,3,5,1015
1209,8250,80,87000,86,3,5,1015
1210,8250,72,86860,110,5,5,1075
1211,6750,80,86109,110,3,5,1055
1212,8750,79,86000,86,5,5,1040
1213,8950,80,86000,110,3,5,1050
1214,8500,70,85864,72,5,5,1135
1215,8250,80,85565,110,5,5,1070
1216,9450,70,85470,107,3,5,1080
1217,7950,73,85200,110,3,5,1050
1218,7900,70,85000,110,3,5,1055
1219,8500,73,84988,110,3,5,1050
1220,8250,79,84966,110,5,5,1070
1221,8250,76,84472,110,5,5,1070
1222,8950,73,84402,110,4,5,1035
1223,7950,74,84123,110,3,5,1050
1224,6950,80,84000,110,5,5,1075
1225,7250,78,84000,110,5,5,1065
1226,7750,77,84000,110,5,5,1085
1227,8700,75,83850,110,3,5,1055
1228,8950,80,83540,110,5,5,1070
1229,6750,76,83405,110,5,5,1070
1230,7500,71,83291,110,5,5,1070
1231,7950,69,83133,86,3,5,1015
1232,8950,71,83047,86,3,5,1045
1233,7950,71,82700,110,3,5,1050
1234,7450,78,82675,86,3,5,1015
1235,5950,78,82595,86,3,5,1015
1236,7750,75,82256,110,3,5,1050
1237,6950,77,82103,86,3,5,1015
1238,8750,80,82021,86,5,5,1035
1239,8950,71,82000,110,5,5,1075
1240,7495,79,81988,110,5,5,1070
1241,7750,76,81930,110,5,5,1070
1242,6950,70,81663,110,3,5,1050
1243,7990,77,80486,110,5,5,1070
1244,7250,78,80000,110,4,5,1065
1245,6900,69,79000,86,3,5,1015
1246,7750,74,78894,110,5,5,1070
1247,7250,78,78689,110,4,5,1035
1248,8950,77,78435,86,3,5,1015
1249,8500,71,78260,110,3,5,1050
1250,7950,72,78120,110,5,5,1075
1251,6950,77,77000,86,3,5,1015
1252,8000,78,77000,110,3,5,1050
1253,7950,75,76382,110,3,5,1055
1254,8500,76,76268,86,3,5,1015
1255,7490,73,76151,86,3,5,1015
1256,8250,80,76000,110,3,5,1050
1257,9250,71,76000,110,5,5,1070
1258,7950,72,75840,86,5,5,1035
1259,9500,77,75799,110,3,5,1050
1260,8950,72,75525,110,3,5,1114
1261,8450,78,75323,86,5,5,1050
1262,7995,79,75322,110,4,5,1115
1263,8750,78,75226,110,4,5,1035
1264,5950,71,75085,86,5,5,1035
1265,8500,73,75000,110,5,5,1075
1266,8950,69,75000,86,4,5,1000
1267,8750,69,75000,86,4,5,1000
1268,7600,78,74926,110,5,5,1075
1269,7145,80,74785,110,5,5,1070
1270,8450,69,74573,110,5,5,1085
1271,5950,75,74567,86,3,5,1015
1272,9000,80,74196,110,5,5,1075
1273,7250,80,74151,110,3,5,1050
1274,7400,75,74096,110,3,5,1050
1275,8800,79,74093,110,5,5,1075
1276,7750,71,74000,110,3,5,1050
1277,7500,75,74000,86,3,5,1015
1278,8450,78,73638,86,4,5,1015
1279,7400,75,73460,110,5,5,1070
1280,7500,80,73200,110,5,5,1070
1281,8950,76,73116,110,5,5,1075
1282,8950,70,73014,110,5,5,1075
1283,7950,77,72703,110,3,5,1050
1284,7950,79,72328,110,5,5,1075
1285,7950,78,72222,110,5,5,1070
1286,8950,71,72128,107,5,5,1100
1287,7750,78,72090,110,5,5,1070
1288,8250,78,72000,110,4,5,1035
1289,7950,78,72000,110,3,5,1055
1290,7750,77,71900,86,3,5,1015
1291,8500,77,71825,110,5,5,1075
1292,6950,80,71740,110,5,5,1070
1293,7500,80,71500,110,4,5,1035
1294,7750,79,71359,110,3,5,1050
1295,5950,79,71263,86,3,5,1015
1296,7500,78,71186,110,3,5,1050
1297,8950,72,71054,86,3,5,1045
1298,7950,76,71000,110,3,5,1050
1299,6900,80,70939,110,5,5,1100
1300,7450,77,70932,110,3,5,1050
1301,8500,80,70597,107,3,5,1080
1302,7500,73,70482,110,5,5,1075
1303,8750,77,70124,110,3,5,1050
1304,7500,76,70039,110,3,5,1050
1305,9950,80,69904,110,5,5,1070
1306,7950,75,69388,86,3,5,1010
1307,9950,75,69320,110,5,5,1070
1308,9250,78,69000,110,5,5,1075
1309,9250,73,68988,86,5,5,1035
1310,9950,79,68945,110,5,5,1085
1311,5950,74,68285,110,3,5,1050
1312,7995,76,68000,110,5,5,1075
1313,8950,70,68000,86,3,5,1045
1314,7450,75,67451,86,4,5,1000
1315,8250,76,67266,86,5,5,1035
1316,8500,78,67255,110,5,5,1085
1317,8500,70,67100,110,5,5,1075
1318,9400,69,67092,72,3,5,1115
1319,7250,80,66880,110,3,5,1055
1320,8950,79,66855,110,5,5,1075
1321,9450,80,66843,110,5,5,1075
1322,8500,74,66718,110,3,5,1050
1323,6750,80,66168,86,3,5,1015
1324,7400,80,65950,110,5,5,1070
1325,8950,78,65500,86,3,5,1015
1326,6900,80,65307,110,3,5,1055
1327,7750,79,65254,86,3,5,1015
1328,8950,71,65021,72,3,5,1115
1329,6950,75,65006,86,3,5,1015
1330,8495,77,64280,110,4,5,1035
1331,10000,75,64000,107,3,5,1085
1332,6999,71,64000,110,5,5,1070
1333,8950,80,64000,110,3,5,1055
1334,8500,79,63918,110,4,5,1035
1335,8750,75,63634,110,4,5,1035
1336,7499,80,63500,110,3,5,1050
1337,9000,80,63266,110,4,5,1035
1338,8950,77,62595,110,3,5,1050
1339,6950,80,62581,110,5,5,1075
1340,8500,77,62285,110,5,5,1075
1341,8450,77,61906,86,5,5,1065
1342,8950,74,61700,110,5,5,1070
1343,8250,77,61648,110,5,5,1070
1344,7950,75,61626,86,5,5,1035
1345,7450,70,61510,110,4,5,1035
1346,9000,79,61165,107,3,5,1080
1347,7150,70,61000,110,4,5,1035
1348,7750,76,60833,110,4,5,1035
1349,5845,70,60600,86,3,5,1060
1350,8500,72,60483,110,5,5,1075
1351,8250,80,60476,110,5,5,1114
1352,9450,79,60142,110,3,5,1050
1353,6750,69,60050,110,3,5,1050
1354,8400,77,60000,110,3,5,1050
1355,7900,76,60000,110,3,5,1050
1356,7950,76,59815,110,3,5,1055
1357,8750,80,59326,110,5,5,1085
1358,9900,73,59240,110,3,5,1050
1359,6495,71,59164,110,4,5,1035
1360,8250,70,59017,107,3,5,1080
1361,6900,69,58952,110,3,5,1050
1362,7500,74,58454,86,3,5,1015
1363,7950,75,58341,86,4,5,1030
1364,8250,80,58267,110,5,5,1070
1365,8950,80,58000,110,3,5,1055
1366,9750,70,57829,110,3,5,1050
1367,8250,80,57787,86,3,5,1015
1368,8900,78,57628,110,5,5,1075
1369,8950,75,57537,86,5,5,1050
1370,6750,76,57263,110,3,5,1050
1371,7950,75,57144,110,5,5,1070
1372,8600,69,57096,86,3,5,1025
1373,7750,80,57000,86,4,5,1000
1374,7800,73,56566,110,3,5,1050
1375,8750,73,56307,110,3,5,1050
1376,9500,79,56214,86,3,5,1015
1377,7750,74,56132,110,4,5,1035
1378,9950,79,55425,110,5,5,1075
1379,7750,77,54439,86,3,5,1015
1380,5950,69,53809,110,3,5,1050
1381,10950,76,53133,110,5,5,1070
1382,9450,77,52900,110,4,5,1075
1383,8250,80,52700,110,3,5,1050
1384,9750,69,52320,110,5,5,1070
1385,7450,78,52287,110,5,5,1114
1386,8750,75,52000,110,5,5,1075
1387,8750,69,52000,110,3,5,1050
1388,8500,73,52000,110,4,5,1065
1389,8950,70,51874,86,4,5,1000
1390,7500,79,49827,86,5,5,1035
1391,7250,69,49640,110,4,5,1035
1392,7450,80,49580,110,4,5,1035
1393,8750,76,49170,86,3,5,1045
1394,9800,77,48838,110,3,5,1055
1395,7500,71,48576,86,3,5,1015
1396,8950,75,48400,110,5,5,1075
1397,8950,74,48242,86,5,5,1035
1398,7450,70,47955,110,5,5,1070
1399,8950,71,47633,110,5,5,1075
1400,10500,78,47400,86,5,5,1040
1401,7000,73,47360,86,3,5,1010
1402,8500,77,45507,110,3,5,1050
1403,7750,76,45410,86,5,5,1035
1404,8950,70,44850,110,3,5,1050
1405,8250,69,44826,110,5,5,1075
1406,9250,80,44444,110,3,5,1050
1407,7900,75,43720,110,5,5,1070
1408,8500,78,43622,86,4,5,1000
1409,7950,76,43532,110,5,5,1070
1410,9950,69,42800,110,3,5,1050
1411,8750,74,42317,107,5,5,1100
1412,7500,80,42186,110,3,5,1050
1413,6950,72,42000,110,3,5,1050
1414,8950,79,40093,110,5,5,1114
1415,8750,79,39800,107,3,5,1080
1416,7750,73,39168,86,3,5,1015
1417,8450,75,38945,110,3,5,1050
1418,8150,76,36537,110,4,5,1075
1419,8500,78,36000,86,3,5,1045
1420,7600,78,36000,110,3,5,1050
1421,7950,80,35821,86,3,5,1015
1422,7750,73,34717,86,3,5,1015
1423,7950,80,34000,86,4,5,1000
1424,9950,78,30964,110,3,4,1080
1425,8950,71,29000,86,3,5,1045
1426,8450,72,26000,86,3,5,1015
1427,8950,78,24000,86,5,5,1065
1428,8450,80,23000,86,3,5,1015
1429,7500,69,20544,86,3,5,1025
1430,10845,72,19000,86,3,5,1015
1431,8500,71,17016,86,3,5,1015
1432,7250,70,16916,86,3,5,1015
1433,6950,76,1,110,5,5,1114
